0,3.42773
1,3.42773
2,3.42773
3,3.42773
4,3.42773
5,3.42773
6,3.42773
7,3.42773
8,3.42773
9,3.42773
10,3.42773
11,3.42773
12,3.42773
13,3.42773
14,3.42773
15,3.42773
16,3.42773
17,3.42773
18,3.42773
19,3.42773
20,3.42773
21,3.42773
22,3.42773
23,3.42773
24,3.42285
25,3.42285
26,3.42285
27,3.42285
28,3.42285
29,3.42285
30,3.42773
31,3.42773
32,3.42773
33,3.42773
34,3.42773
35,3.42773
36,3.42773
37,3.42773
38,3.42773
39,3.42773
40,3.42285
41,3.42285
42,3.42285
43,3.42285
44,3.27637
45,2.85156
46,2.96387
47,3.06641
48,2.89551
49,2.9541
50,3.05176
51,2.87109
52,2.91504
53,2.9834
54,3.00293
55,2.82715
56,2.85156
57,2.89063
58,2.90527
59,2.91504
60,2.92969
61,2.92969
62,2.9248
63,2.92969
64,2.92969
65,2.9248
66,2.91992
67,2.92969
68,2.9248
69,2.91992
70,2.91992
71,2.91992
72,2.90527
73,2.90039
74,2.90039
75,2.89551
76,2.89063
77,2.88574
78,2.88574
79,2.87598
80,2.87598
81,2.87109
82,2.86621
83,2.85645
84,2.85156
85,2.85156
86,2.8418
87,2.83691
88,2.83691
89,2.83203
90,2.82715
91,2.82227
92,2.82227
93,2.81738
94,2.8125
95,2.8125
96,2.80762
97,2.80762
98,2.80273
99,2.80273
100,2.79785
101,2.79785
102,2.79785
103,2.79297
104,2.79297
105,2.79297
106,2.79297
107,2.78809
108,2.78809
109,2.78809
110,2.78809
111,2.78809
112,2.7832
113,2.7832
114,2.77832
115,2.77832
116,2.77832
117,2.77832
118,2.77344
119,2.77344
120,2.77344
121,2.77344
122,2.76855
123,2.76855
124,2.76855
125,2.76855
126,2.76855
127,2.76367
128,2.76855
129,2.76855
130,2.76855
131,2.76855
132,2.76855
133,2.76367
134,2.76367
135,2.76367
136,2.76367
137,2.76367
138,2.76367
139,2.76367
140,2.76367
141,2.75879
142,2.75879
143,2.75879
144,2.75879
145,2.75879
146,2.75879
147,2.75879
148,2.75391
149,2.75391
150,2.75391
151,2.75391
152,2.75391
153,2.75391
154,2.75391
155,2.75391
156,2.75391
157,2.75391
158,2.74902
159,2.74902
160,2.74902
161,2.74414
162,2.74414
163,2.74414
164,2.74414
165,2.74414
