0,2.09473
0.5,2.08984
1,2.09473
1.5,2.09473
2,2.09961
2.5,2.10449
3,2.04102
3.5,2.10938
4,2.05078
4.5,2.11914
5,2.05566
5.5,2.12402
6,2.06543
6.5,2.13379
7,2.0752
7.5,2.14355
8,2.08496
8.5,2.15332
9,2.09473
9.5,2.16309
10,2.10449
10.5,2.09961
11,2.16309
11.5,2.10938
12,2.10449
12.5,2.09961
13,2.16309
13.5,2.11426
14,2.11426
14.5,2.10938
15,2.10938
15.5,2.10449
16,2.10938
16.5,2.10449
17,2.10449
17.5,2.10449
18,2.09961
18.5,2.16797
19,2.11914
19.5,2.11426
20,2.10938
20.5,2.10938
21,2.10449
21.5,2.10449
22,2.09961
22.5,2.16797
23,2.11426
23.5,2.10938
24,2.10449
24.5,2.10449
25,2.10449
25.5,2.09961
26,2.16309
26.5,2.11426
27,2.11426
27.5,2.10938
28,2.10938
28.5,2.10449
29,2.10449
29.5,2.10449
30,2.09961
30.5,2.16797
31,2.11914
31.5,2.11914
32,2.11426
32.5,2.11426
33,2.10938
33.5,2.10938
34,2.10938
34.5,2.10449
35,2.10449
35.5,2.10449
36,2.10449
36.5,2.10449
37,2.09961
